// single phase coef Number:=24,    upsample factor:=320,     downsample factor:=147
24,320,147,0,
   17, -184, -219,  270, -424,  649, -965, 1414,-2090, 3260,-6068,29507, 9841,-3887, 2218,-1419,  954, -659,  462, -332,  243, -371,  -20,    5,
   17, -183, -221,  272, -427,  653, -971, 1423,-2103, 3282,-6105,29422, 9981,-3936, 2246,-1437,  966, -667,  468, -335,  246, -372,  -20,    5,
   17, -182, -223,  274, -430,  657, -977, 1432,-2116, 3302,-6140,29336,10121,-3984, 2273,-1455,  978, -675,  473, -339,  248, -372,  -21,    5,
   17, -180, -226,  276, -433,  661, -983, 1440,-2129, 3323,-6175,29250,10262,-4032, 2301,-1472,  990, -683,  479, -342,  250, -372,  -22,    5,
   17, -179, -228,  278, -436,  665, -989, 1449,-2142, 3343,-6209,29162,10402,-4081, 2328,-1490, 1002, -691,  484, -345,  252, -373,  -22,    5,
   16, -177, -230,  280, -439,  669, -994, 1457,-2154, 3362,-6243,29074,10543,-4128, 2355,-1508, 1014, -699,  490, -349,  255, -373,  -23,    5,
   16, -176, -233,  283, -442,  673,-1000, 1465,-2166, 3381,-6275,28984,10684,-4176, 2382,-1525, 1026, -707,  495, -352,  257, -373,  -24,    5,
   16, -175, -235,  285, -444,  677,-1005, 1473,-2178, 3400,-6307,28894,10825,-4223, 2409,-1543, 1038, -715,  500, -356,  259, -374,  -24,    5,
   16, -173, -237,  287, -447,  681,-1011, 1481,-2190, 3418,-6338,28803,10967,-4270, 2436,-1560, 1050, -723,  505, -359,  261, -374,  -25,    5,
   16, -172, -239,  289, -450,  684,-1016, 1488,-2201, 3436,-6368,28711,11108,-4317, 2462,-1577, 1061, -731,  511, -362,  263, -374,  -26,    5,
   16, -170, -242,  291, -452,  688,-1021, 1496,-2213, 3454,-6397,28619,11250,-4364, 2489,-1595, 1073, -739,  516, -366,  265, -374,  -26,    5,
   16, -169, -244,  293, -455,  691,-1026, 1503,-2223, 3471,-6425,28525,11392,-4411, 2515,-1612, 1084, -747,  521, -369,  267, -375,  -27,    5,
   16, -168, -246,  294, -457,  695,-1031, 1510,-2234, 3488,-6453,28431,11534,-4457, 2541,-1628, 1096, -755,  526, -372,  269, -375,  -28,    6,
   16, -166, -248,  296, -460,  698,-1035, 1517,-2245, 3504,-6480,28336,11676,-4503, 2567,-1645, 1107, -762,  531, -375,  271, -375,  -28,    6,
   16, -165, -250,  298, -462,  701,-1040, 1524,-2255, 3520,-6506,28240,11818,-4548, 2593,-1662, 1118, -770,  536, -379,  273, -375,  -29,    6,
   16, -164, -252,  300, -464,  704,-1044, 1530,-2265, 3536,-6532,28143,11960,-4594, 2618,-1678, 1130, -777,  541, -382,  275, -375,  -30,    6,
   16, -162, -254,  302, -467,  707,-1049, 1537,-2274, 3551,-6556,28046,12103,-4639, 2643,-1695, 1141, -785,  546, -385,  277, -375,  -30,    6,
   16, -161, -257,  304, -469,  710,-1053, 1543,-2284, 3566,-6580,27947,12245,-4684, 2669,-1711, 1152, -792,  551, -388,  279, -376,  -31,    6,
   16, -159, -259,  305, -471,  713,-1057, 1549,-2293, 3580,-6603,27848,12388,-4728, 2694,-1727, 1163, -800,  556, -391,  281, -376,  -32,    6,
   16, -158, -261,  307, -473,  716,-1061, 1555,-2302, 3594,-6626,27748,12531,-4773, 2718,-1743, 1173, -807,  561, -394,  283, -376,  -33,    6,
   16, -157, -263,  309, -475,  719,-1065, 1561,-2311, 3608,-6647,27647,12674,-4816, 2743,-1759, 1184, -814,  565, -397,  285, -376,  -33,    6,
   16, -155, -265,  310, -477,  722,-1069, 1566,-2319, 3621,-6668,27546,12817,-4860, 2767,-1775, 1195, -821,  570, -400,  287, -376,  -34,    6,
   16, -154, -267,  312, -479,  724,-1073, 1572,-2327, 3634,-6688,27444,12960,-4904, 2791,-1791, 1205, -829,  575, -403,  289, -376,  -35,    6,
   15, -153, -269,  313, -481,  727,-1076, 1577,-2335, 3646,-6707,27341,13103,-4947, 2815,-1806, 1216, -836,  579, -406,  290, -376,  -36,    6,
   15, -151, -271,  315, -483,  729,-1080, 1582,-2343, 3658,-6726,27237,13246,-4989, 2839,-1821, 1226, -843,  584, -409,  292, -376,  -36,    6,
   15, -150, -273,  316, -485,  732,-1083, 1587,-2350, 3670,-6743,27133,13389,-5032, 2863,-1837, 1236, -850,  589, -412,  294, -376,  -37,    6,
   15, -149, -275,  318, -487,  734,-1086, 1591,-2357, 3681,-6760,27027,13532,-5074, 2886,-1852, 1247, -856,  593, -415,  296, -376,  -38,    7,
   15, -147, -277,  319, -488,  736,-1090, 1596,-2364, 3692,-6777,26921,13675,-5116, 2909,-1867, 1257, -863,  598, -417,  297, -376,  -39,    7,
   15, -146, -279,  321, -490,  739,-1093, 1600,-2371, 3702,-6792,26815,13818,-5157, 2932,-1881, 1267, -870,  602, -420,  299, -376,  -39,    7,
   15, -145, -280,  322, -492,  741,-1095, 1605,-2377, 3712,-6807,26707,13962,-5198, 2954,-1896, 1277, -877,  606, -423,  301, -376,  -40,    7,
   15, -143, -282,  323, -493,  743,-1098, 1609,-2384, 3721,-6821,26599,14105,-5239, 2977,-1910, 1286, -883,  611, -426,  302, -376,  -41,    7,
   15, -142, -284,  325, -495,  745,-1101, 1613,-2389, 3731,-6834,26490,14248,-5279, 2999,-1925, 1296, -890,  615, -428,  304, -375,  -42,    7,
   15, -141, -286,  326, -496,  746,-1104, 1616,-2395, 3739,-6846,26381,14391,-5319, 3021,-1939, 1306, -896,  619, -431,  306, -375,  -43,    7,
   15, -139, -288,  327, -498,  748,-1106, 1620,-2401, 3748,-6858,26271,14535,-5359, 3043,-1953, 1315, -903,  623, -434,  307, -375,  -43,    7,
   15, -138, -290,  328, -499,  750,-1108, 1623,-2406, 3756,-6869,26160,14678,-5398, 3064,-1967, 1324, -909,  628, -436,  309, -375,  -44,    7,
   15, -137, -291,  329, -500,  752,-1111, 1627,-2411, 3763,-6879,26048,14821,-5437, 3086,-1981, 1334, -915,  632, -439,  310, -375,  -45,    7,
   15, -135, -293,  331, -501,  753,-1113, 1630,-2415, 3771,-6889,25936,14964,-5476, 3107,-1994, 1343, -921,  636, -441,  312, -375,  -46,    7,
   15, -134, -295,  332, -503,  755,-1115, 1633,-2420, 3777,-6898,25823,15107,-5514, 3127,-2007, 1352, -927,  640, -444,  313, -374,  -47,    7,
   14, -133, -297,  333, -504,  756,-1117, 1635,-2424, 3784,-6906,25709,15250,-5552, 3148,-2021, 1361, -933,  644, -446,  314, -374,  -47,    8,
   14, -132, -298,  334, -505,  757,-1118, 1638,-2428, 3790,-6913,25595,15393,-5589, 3168,-2034, 1370, -939,  647, -448,  316, -374,  -48,    8,
   14, -130, -300,  335, -506,  759,-1120, 1640,-2431, 3795,-6920,25480,15536,-5626, 3188,-2047, 1378, -945,  651, -451,  317, -374,  -49,    8,
   14, -129, -302,  336, -507,  760,-1122, 1643,-2435, 3801,-6926,25364,15679,-5663, 3208,-2059, 1387, -951,  655, -453,  319, -373,  -50,    8,
   14, -128, -303,  337, -508,  761,-1123, 1645,-2438, 3805,-6931,25248,15821,-5699, 3227,-2072, 1395, -957,  659, -455,  320, -373,  -51,    8,
   14, -126, -305,  337, -509,  762,-1124, 1647,-2441, 3810,-6935,25131,15964,-5735, 3247,-2084, 1404, -962,  662, -458,  321, -373,  -52,    8,
   14, -125, -307,  338, -510,  763,-1126, 1648,-2444, 3814,-6939,25014,16106,-5770, 3266,-2096, 1412, -968,  666, -460,  323, -372,  -53,    8,
   14, -124, -308,  339, -511,  764,-1127, 1650,-2446, 3818,-6942,24896,16249,-5805, 3284,-2108, 1420, -973,  670, -462,  324, -372,  -54,    8,
   14, -123, -310,  340, -511,  765,-1128, 1651,-2448, 3821,-6945,24777,16391,-5840, 3303,-2120, 1428, -979,  673, -464,  325, -372,  -54,    8,
   14, -121, -311,  341, -512,  765,-1129, 1653,-2450, 3824,-6946,24658,16533,-5874, 3321,-2132, 1436, -984,  677, -466,  326, -371,  -55,    8,
   14, -120, -313,  341, -513,  766,-1129, 1654,-2452, 3826,-6947,24538,16675,-5907, 3339,-2143, 1444, -989,  680, -468,  327, -371,  -56,    8,
   14, -119, -314,  342, -513,  767,-1130, 1655,-2453, 3828,-6948,24418,16817,-5941, 3356,-2155, 1451, -994,  683, -470,  328, -370,  -57,    8,
   13, -118, -316,  343, -514,  767,-1131, 1655,-2455, 3830,-6947,24297,16959,-5973, 3374,-2166, 1459, -999,  687, -472,  330, -370,  -58,    9,
   13, -116, -317,  343, -515,  768,-1131, 1656,-2455, 3831,-6946,24175,17101,-6006, 3391,-2177, 1466,-1004,  690, -474,  331, -369,  -59,    9,
   13, -115, -319,  344, -515,  768,-1131, 1656,-2456, 3832,-6944,24053,17242,-6038, 3407,-2187, 1474,-1009,  693, -476,  332, -369,  -60,    9,
   13, -114, -320,  345, -515,  768,-1131, 1657,-2457, 3833,-6942,23930,17383,-6069, 3424,-2198, 1481,-1014,  696, -478,  333, -368,  -61,    9,
   13, -113, -322,  345, -516,  769,-1132, 1657,-2457, 3833,-6939,23807,17524,-6100, 3440,-2208, 1488,-1019,  699, -480,  334, -368,  -62,    9,
   13, -112, -323,  346, -516,  769,-1132, 1657,-2457, 3833,-6935,23683,17665,-6130, 3456,-2219, 1495,-1023,  702, -482,  335, -367,  -63,    9,
   13, -110, -325,  346, -516,  769,-1131, 1656,-2457, 3832,-6931,23558,17806,-6160, 3472,-2229, 1501,-1028,  705, -483,  336, -367,  -64,    9,
   13, -109, -326,  347, -517,  769,-1131, 1656,-2456, 3831,-6925,23434,17946,-6190, 3487,-2238, 1508,-1032,  708, -485,  336, -366,  -65,    9,
   13, -108, -327,  347, -517,  769,-1131, 1655,-2455, 3830,-6920,23308,18086,-6219, 3502,-2248, 1514,-1037,  711, -487,  337, -366,  -66,    9,
   13, -107, -329,  347, -517,  769,-1130, 1655,-2454, 3828,-6913,23182,18226,-6247, 3517,-2257, 1521,-1041,  713, -488,  338, -365,  -67,    9,
   13, -106, -330,  348, -517,  768,-1130, 1654,-2453, 3826,-6906,23056,18366,-6275, 3531,-2266, 1527,-1045,  716, -490,  339, -364,  -68,    9,
   13, -104, -331,  348, -517,  768,-1129, 1653,-2452, 3824,-6898,22929,18506,-6303, 3545,-2275, 1533,-1049,  719, -491,  340, -364,  -69,   10,
   12, -103, -333,  348, -517,  768,-1128, 1652,-2450, 3821,-6890,22801,18645,-6330, 3559,-2284, 1539,-1053,  721, -493,  340, -363,  -70,   10,
   12, -102, -334,  348, -517,  767,-1128, 1650,-2448, 3818,-6881,22673,18784,-6356, 3572,-2293, 1545,-1057,  724, -494,  341, -362,  -71,   10,
   12, -101, -335,  349, -517,  767,-1127, 1649,-2446, 3814,-6871,22545,18923,-6382, 3585,-2301, 1550,-1061,  726, -496,  342, -362,  -72,   10,
   12, -100, -336,  349, -517,  766,-1126, 1647,-2443, 3810,-6861,22416,19062,-6407, 3598,-2309, 1556,-1065,  729, -497,  342, -361,  -73,   10,
   12,  -99, -338,  349, -516,  765,-1124, 1645,-2441, 3806,-6850,22287,19200,-6432, 3611,-2317, 1561,-1068,  731, -499,  343, -360,  -74,   10,
   12,  -97, -339,  349, -516,  765,-1123, 1643,-2438, 3801,-6838,22157,19338,-6457, 3623,-2325, 1567,-1072,  733, -500,  344, -359,  -75,   10,
   12,  -96, -340,  349, -516,  764,-1122, 1641,-2435, 3796,-6826,22026,19476,-6481, 3635,-2333, 1572,-1075,  735, -501,  344, -359,  -76,   10,
   12,  -95, -341,  349, -515,  763,-1120, 1639,-2431, 3791,-6813,21896,19613,-6504, 3646,-2340, 1577,-1079,  737, -502,  345, -358,  -77,   10,
   12,  -94, -342,  349, -515,  762,-1119, 1636,-2428, 3785,-6800,21765,19750,-6527, 3658,-2347, 1582,-1082,  739, -503,  345, -357,  -78,   10,
   12,  -93, -343,  349, -515,  761,-1117, 1634,-2424, 3779,-6786,21633,19887,-6549, 3668,-2354, 1586,-1085,  741, -504,  346, -356,  -79,   10,
   12,  -92, -344,  349, -514,  760,-1115, 1631,-2420, 3773,-6771,21501,20023,-6570, 3679,-2361, 1591,-1088,  743, -506,  346, -355,  -80,   11,
   11,  -91, -345,  349, -514,  759,-1113, 1628,-2416, 3766,-6756,21369,20159,-6592, 3689,-2367, 1595,-1091,  745, -507,  347, -354,  -81,   11,
   11,  -90, -347,  349, -513,  758,-1111, 1625,-2411, 3759,-6740,21236,20295,-6612, 3699,-2374, 1599,-1094,  747, -507,  347, -353,  -82,   11,
   11,  -88, -348,  349, -512,  756,-1109, 1622,-2407, 3751,-6723,21103,20431,-6632, 3709,-2380, 1604,-1097,  749, -508,  347, -352,  -83,   11,
   11,  -87, -349,  348, -512,  755,-1107, 1619,-2402, 3743,-6706,20969,20566,-6651, 3718,-2385, 1608,-1099,  750, -509,  348, -352,  -84,   11,
   11,  -86, -350,  348, -511,  753,-1104, 1615,-2396, 3735,-6689,20835,20701,-6670, 3727,-2391, 1611,-1102,  752, -510,  348, -351,  -85,   11,
   11,  -85, -351,  348, -510,  752,-1102, 1611,-2391, 3727,-6670,20701,20835,-6689, 3735,-2396, 1615,-1104,  753, -511,  348, -350,  -86,   11,
   11,  -84, -352,  348, -509,  750,-1099, 1608,-2385, 3718,-6651,20566,20969,-6706, 3743,-2402, 1619,-1107,  755, -512,  348, -349,  -87,   11,
   11,  -83, -352,  347, -508,  749,-1097, 1604,-2380, 3709,-6632,20431,21103,-6723, 3751,-2407, 1622,-1109,  756, -512,  349, -348,  -88,   11,
   11,  -82, -353,  347, -507,  747,-1094, 1599,-2374, 3699,-6612,20295,21236,-6740, 3759,-2411, 1625,-1111,  758, -513,  349, -347,  -90,   11,
   11,  -81, -354,  347, -507,  745,-1091, 1595,-2367, 3689,-6592,20159,21369,-6756, 3766,-2416, 1628,-1113,  759, -514,  349, -345,  -91,   11,
   11,  -80, -355,  346, -506,  743,-1088, 1591,-2361, 3679,-6570,20023,21501,-6771, 3773,-2420, 1631,-1115,  760, -514,  349, -344,  -92,   12,
   10,  -79, -356,  346, -504,  741,-1085, 1586,-2354, 3668,-6549,19887,21633,-6786, 3779,-2424, 1634,-1117,  761, -515,  349, -343,  -93,   12,
   10,  -78, -357,  345, -503,  739,-1082, 1582,-2347, 3658,-6527,19750,21765,-6800, 3785,-2428, 1636,-1119,  762, -515,  349, -342,  -94,   12,
   10,  -77, -358,  345, -502,  737,-1079, 1577,-2340, 3646,-6504,19613,21896,-6813, 3791,-2431, 1639,-1120,  763, -515,  349, -341,  -95,   12,
