//single phase coef Number:=24,    upsample factor:=441,     downsample factor:=320
24,441,320,0,
    31,  -79, -274,  346, -377,  102,  566,-1628, 2931,-4200, 5113,27279, 5177,-4220, 2933,-1623,  559,  107, -379,  347, -273,  -80,   31,   23,
   31,  -79, -274,  345, -374,   97,  572,-1632, 2928,-4180, 5048,27279, 5242,-4239, 2936,-1619,  553,  112, -382,  348, -273,  -81,   31,    1,
   31,  -78, -275,  344, -371,   92,  578,-1637, 2925,-4161, 4984,27278, 5307,-4259, 2938,-1614,  547,  117, -385,  349, -272,  -81,   31,    1,
   30,  -77, -275,  343, -368,   87,  584,-1641, 2922,-4141, 4920,27277, 5372,-4278, 2941,-1609,  540,  122, -388,  349, -271,  -82,   31,    1,
   30,  -76, -276,  342, -365,   82,  591,-1645, 2919,-4121, 4856,27276, 5437,-4297, 2943,-1604,  534,  127, -391,  350, -271,  -83,   31,    1,
   30,  -76, -276,  342, -363,   77,  597,-1649, 2916,-4101, 4792,27275, 5502,-4316, 2945,-1600,  528,  132, -393,  351, -270,  -83,   31,    1,
   30,  -75, -277,  341, -360,   71,  603,-1654, 2913,-4080, 4728,27273, 5567,-4335, 2947,-1595,  521,  137, -396,  352, -270,  -84,   31,    1,
   30,  -74, -277,  340, -357,   66,  609,-1658, 2909,-4060, 4664,27270, 5633,-4354, 2949,-1590,  515,  142, -399,  353, -269,  -85,   31,    1,
   30,  -74, -278,  339, -354,   61,  615,-1662, 2906,-4040, 4601,27268, 5698,-4373, 2951,-1585,  508,  148, -402,  353, -268,  -86,   31,    1,
   30,  -73, -278,  338, -351,   56,  621,-1666, 2902,-4019, 4537,27265, 5764,-4391, 2952,-1579,  502,  153, -404,  354, -268,  -86,   31,    1,
   30,  -72, -279,  337, -348,   51,  627,-1670, 2899,-3999, 4474,27262, 5830,-4410, 2954,-1574,  495,  158, -407,  355, -267,  -87,   31,    1,
   30,  -72, -279,  336, -345,   46,  633,-1673, 2895,-3978, 4411,27258, 5895,-4428, 2956,-1569,  488,  163, -410,  356, -267,  -88,   32,    1,
   30,  -71, -280,  335, -342,   41,  639,-1677, 2891,-3958, 4348,27254, 5961,-4447, 2957,-1564,  482,  168, -413,  356, -266,  -89,   32,    1,
   30,  -70, -280,  334, -340,   36,  644,-1681, 2887,-3937, 4285,27250, 6027,-4465, 2958,-1558,  475,  173, -415,  357, -265,  -89,   32,    1,
   30,  -70, -281,  333, -337,   32,  650,-1684, 2883,-3916, 4222,27245, 6093,-4483, 2960,-1553,  468,  178, -418,  358, -265,  -90,   32,    1,
   29,  -69, -281,  332, -334,   27,  656,-1688, 2879,-3895, 4160,27240, 6160,-4501, 2961,-1547,  462,  183, -421,  359, -264,  -91,   32,    1,
   29,  -68, -282,  331, -331,   22,  662,-1691, 2875,-3874, 4097,27235, 6226,-4519, 2962,-1542,  455,  189, -423,  359, -263,  -91,   32,    1,
   29,  -68, -282,  330, -328,   17,  667,-1695, 2871,-3853, 4035,27230, 6292,-4537, 2963,-1536,  448,  194, -426,  360, -263,  -92,   32,    1,
   29,  -67, -282,  329, -325,   12,  673,-1698, 2867,-3831, 3972,27224, 6359,-4554, 2963,-1530,  441,  199, -429,  361, -262,  -93,   32,    1,
   29,  -66, -283,  328, -322,    7,  679,-1701, 2862,-3810, 3910,27218, 6426,-4572, 2964,-1524,  435,  204, -431,  361, -261,  -94,   32,    1,
   29,  -66, -283,  327, -319,    2,  684,-1705, 2858,-3789, 3848,27211, 6492,-4589, 2965,-1519,  428,  209, -434,  362, -260,  -94,   32,    1,
   29,  -65, -284,  326, -316,   -3,  690,-1708, 2853,-3767, 3787,27204, 6559,-4607, 2965,-1513,  421,  214, -437,  362, -260,  -95,   32,    1,
