// single phase coef Number:=72,    upsample factor:=160,     downsample factor:=441
72,160,441,0,
    -3,  -16,  -44,  -82, -110,  -98,  -32,   58,  110,   70,  -47, -150, -131,   25,  201,  221,   21, -257, -347, -104,  313,  520,  243, -366, -766, -477,  411, 1152,  905, -444,-1910,-1929,  461, 4690, 8758,10443, 8778, 4719,  483,-1922,-1916, -455,  900, 1154,  417, -473, -767, -369,  240,  520,  315, -102, -346, -258,   19,  220,  201,   27, -130, -150,  -48,   70,  110,   59,  -32,  -98, -110,  -83,  -44,  -16,   -3,   26,
   -3,  -16,  -44,  -82, -110,  -98,  -33,   58,  110,   71,  -46, -149, -132,   24,  200,  222,   23, -255, -347, -107,  310,  520,  247, -362, -766, -481,  405, 1150,  911, -434,-1903,-1936,  439, 4662, 8738,10443, 8798, 4747,  506,-1915,-1922, -465,  894, 1156,  423, -469, -768, -373,  237,  520,  318,  -99, -346, -259,   17,  220,  202,   28, -130, -150,  -49,   69,  110,   59,  -31,  -97, -110,  -83,  -44,  -16,   -3,    0,
   -3,  -16,  -43,  -82, -110,  -98,  -33,   57,  110,   72,  -46, -149, -132,   23,  199,  222,   24, -254, -348, -109,  308,  520,  250, -358, -765, -485,  399, 1147,  916, -424,-1897,-1943,  417, 4633, 8718,10442, 8818, 4776,  528,-1908,-1928, -475,  889, 1158,  429, -464, -768, -377,  234,  520,  320,  -97, -345, -261,   16,  219,  203,   29, -129, -151,  -50,   69,  110,   60,  -31,  -97, -111,  -83,  -44,  -16,   -3,    0,
   -3,  -15,  -43,  -82, -110,  -99,  -34,   57,  110,   72,  -45, -149, -133,   22,  198,  223,   26, -252, -348, -111,  306,  520,  253, -354, -764, -489,  392, 1145,  921, -413,-1891,-1950,  395, 4605, 8698,10442, 8837, 4804,  550,-1900,-1934, -486,  883, 1160,  435, -460, -769, -381,  231,  519,  322,  -95, -345, -262,   14,  219,  204,   30, -129, -151,  -50,   68,  110,   60,  -30,  -97, -111,  -83,  -45,  -16,   -3,    0,
   -3,  -15,  -43,  -81, -110,  -99,  -34,   56,  110,   73,  -44, -148, -133,   21,  198,  223,   28, -251, -349, -114,  303,  520,  256, -350, -764, -493,  386, 1143,  927, -403,-1884,-1957,  373, 4576, 8678,10441, 8857, 4832,  573,-1893,-1940, -496,  877, 1162,  441, -456, -769, -385,  227,  519,  325,  -92, -344, -264,   12,  218,  204,   31, -128, -151,  -51,   68,  111,   61,  -30,  -97, -111,  -84,  -45,  -16,   -3,    0,
   -3,  -15,  -43,  -81, -110,  -99,  -35,   56,  110,   73,  -43, -148, -134,   19,  197,  224,   30, -249, -349, -116,  301,  520,  259, -346, -763, -497,  380, 1140,  932, -393,-1878,-1963,  351, 4548, 8658,10441, 8876, 4861,  596,-1885,-1946, -507,  872, 1164,  447, -451, -770, -388,  224,  519,  327,  -90, -344, -265,   10,  217,  205,   33, -127, -152,  -52,   67,  111,   61,  -29,  -96, -111,  -84,  -45,  -17,   -3,    0,
   -3,  -15,  -42,  -81, -110,  -99,  -35,   55,  110,   74,  -42, -148, -135,   18,  196,  224,   31, -248, -349, -118,  298,  520,  262, -343, -762, -501,  374, 1138,  937, -383,-1871,-1970,  329, 4519, 8637,10440, 8895, 4889,  618,-1877,-1952, -517,  866, 1166,  453, -447, -770, -392,  221,  519,  329,  -87, -343, -266,    9,  217,  206,   34, -127, -152,  -53,   66,  111,   62,  -28,  -96, -111,  -84,  -45,  -17,   -3,    0,
   -3,  -15,  -42,  -81, -110, -100,  -36,   55,  110,   74,  -41, -147, -135,   17,  195,  225,   33, -246, -350, -121,  296,  520,  265, -339, -761, -505,  368, 1136,  942, -372,-1865,-1976,  308, 4491, 8617,10439, 8914, 4918,  641,-1869,-1958, -527,  860, 1168,  459, -443, -770, -396,  217,  519,  332,  -85, -343, -268,    7,  216,  207,   35, -126, -152,  -54,   66,  111,   62,  -28,  -96, -111,  -84,  -46,  -17,   -3,    0,
   -3,  -15,  -42,  -80, -110, -100,  -37,   54,  110,   75,  -41, -147, -136,   16,  194,  226,   35, -245, -350, -123,  294,  520,  268, -335, -760, -509,  362, 1133,  947, -362,-1858,-1983,  286, 4462, 8596,10438, 8933, 4946,  664,-1861,-1963, -538,  854, 1170,  465, -438, -771, -400,  214,  518,  334,  -82, -342, -269,    5,  215,  207,   36, -125, -153,  -54,   65,  111,   63,  -27,  -95, -111,  -85,  -46,  -17,   -3,    0,
   -3,  -15,  -42,  -80, -110, -100,  -37,   54,  109,   75,  -40, -146, -136,   14,  193,  226,   36, -243, -350, -125,  291,  520,  271, -331, -759, -513,  356, 1130,  952, -352,-1851,-1989,  265, 4434, 8575,10437, 8952, 4974,  687,-1853,-1969, -548,  848, 1172,  471, -434, -771, -403,  211,  518,  336,  -80, -341, -270,    3,  215,  208,   38, -125, -153,  -55,   65,  111,   63,  -27,  -95, -111,  -85,  -46,  -17,   -3,    0,
